Cluster,Gene,PCT 1,PCT 2,PCT Ratio,Average Log2FC,p value
PVT-1B,Pbx1,1,0.997,1.003009027,0.365652125,1.40E-21
PVT-1B,Tacr3,0.366,0.155,2.361290323,1.178931317,2.54E-21
PVT-1B,Ntng1,1,1,1,0.179204813,3.92E-21
PVT-1B,Ldb2,1,0.971,1.029866117,0.423256981,5.73E-21
PVT-1B,Agfg1,0.985,0.941,1.046758767,0.486076191,6.45E-21
PVT-1B,Cald1,0.407,0.194,2.097938144,1.418249519,1.42E-20
PVT-1B,Gabra2,0.998,0.981,1.017329256,0.39467019,1.85E-20
PVT-1B,Synpo2,1,0.989,1.011122346,0.353621835,2.23E-20
PVT-1B,Ehbp1,0.998,0.995,1.003015075,0.384532264,2.28E-20
PVT-1B,Atg7,0.837,0.715,1.170629371,0.717115168,2.69E-20
PVT-1B,Tshz2,0.485,0.728,0.666208791,-1.035199932,4.28E-20
PVT-1B,Cdh13,0.978,0.933,1.048231511,0.548436484,9.31E-20
PVT-1B,Inpp5a,0.963,0.922,1.044468547,0.502879123,1.71E-19
PVT-1B,Cntnap5c,0.988,0.944,1.046610169,0.491676394,1.78E-19
PVT-1B,Frmpd4,1,0.982,1.018329939,0.448230456,1.80E-19
PVT-1B,Gpr4,0.18,0.051,3.529411765,1.887734802,3.57E-19
PVT-1B,Btbd9,0.998,0.987,1.011144883,0.373714173,5.06E-19
PVT-1B,Clstn2,0.944,0.887,1.064261556,0.60606178,5.64E-19
PVT-1B,Cntnap3,0.976,0.883,1.105322763,0.485952654,6.10E-19
PVT-1B,Hs6st3,0.856,0.94,0.910638298,-0.796312168,6.81E-19
PVT-1B,Fam20a,0.88,0.663,1.327300151,0.572376045,1.11E-18
PVT-1B,Ptprt,0.688,0.825,0.833939394,-1.257685401,1.51E-18
PVT-1B,Olfm3,0.92,0.824,1.116504854,0.578089371,2.88E-18
PVT-1B,Kcnh8,0.346,0.602,0.574750831,-1.177945242,4.36E-18
PVT-1B,Atxn1,1,1,1,0.274773877,6.32E-18
PVT-1B,Camk4,0.927,0.832,1.114182692,0.630324246,6.48E-18
PVT-1B,Sptbn1,1,0.999,1.001001001,0.295476355,8.71E-18
PVT-1B,Fat3,1,0.991,1.009081736,0.357267784,8.99E-18
PVT-1B,Fgf13,1,1,1,0.272454204,1.15E-17
PVT-1B,Dgkh,0.941,0.864,1.08912037,0.464135713,1.76E-17
PVT-1B,Rps6ka5,0.907,0.803,1.129514321,0.614738693,2.56E-17
PVT-1B,Ak5,0.476,0.738,0.64498645,-0.827458174,2.79E-17
PVT-1B,Ptprd,1,1,1,0.212356259,2.81E-17
PVT-1B,Kctd8,0.876,0.691,1.267727931,0.548023605,3.13E-17
PVT-1B,Cntn4,1,0.999,1.001001001,-0.360956006,3.14E-17
PVT-1B,Olfr1208,0.073,0.009,8.111111111,3.053220738,3.90E-17
